;NU_INSCRICAO;NU_ANO;CO_MUNICIPIO_RESIDENCIA;NO_MUNICIPIO_RESIDENCIA;CO_UF_RESIDENCIA;SG_UF_RESIDENCIA;NU_IDADE;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;CO_MUNICIPIO_NASCIMENTO;NO_MUNICIPIO_NASCIMENTO;CO_UF_NASCIMENTO;SG_UF_NASCIMENTO;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_BAIXA_VISAO;IN_CEGUEIRA;IN_SURDEZ;IN_DEFICIENCIA_AUDITIVA;IN_SURDO_CEGUEIRA;IN_DEFICIENCIA_FISICA;IN_DEFICIENCIA_MENTAL;IN_DEFICIT_ATENCAO;IN_DISLEXIA;IN_DISCALCULIA;IN_AUTISMO;IN_VISAO_MONOCULAR;IN_OUTRA_DEF;IN_GESTANTE;IN_LACTANTE;IN_IDOSO;IN_ESTUDA_CLASSE_HOSPITALAR;IN_SEM_RECURSO;IN_BRAILLE;IN_AMPLIADA_24;IN_AMPLIADA_18;IN_LEDOR;IN_ACESSO;IN_TRANSCRICAO;IN_LIBRAS;IN_TEMPO_ADICIONAL;IN_LEITURA_LABIAL;IN_MESA_CADEIRA_RODAS;IN_MESA_CADEIRA_SEPARADA;IN_APOIO_PERNA;IN_GUIA_INTERPRETE;IN_COMPUTADOR;IN_CADEIRA_ESPECIAL;IN_CADEIRA_CANHOTO;IN_CADEIRA_ACOLCHOADA;IN_PROVA_DEITADO;IN_MOBILIARIO_OBESO;IN_LAMINA_OVERLAY;IN_PROTETOR_AURICULAR;IN_MEDIDOR_GLICOSE;IN_MAQUINA_BRAILE;IN_SOROBAN;IN_MARCA_PASSO;IN_SONDA;IN_MEDICAMENTOS;IN_SALA_INDIVIDUAL;IN_SALA_ESPECIAL;IN_SALA_ACOMPANHANTE;IN_MOBILIARIO_ESPECIFICO;IN_MATERIAL_ESPECIFICO;IN_NOME_SOCIAL;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
0;190001595656;2019;3552205;Sorocaba;35;SP;36;M;1;3;1;2914802.0;Itabuna;29.0;BA;1;11;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3552205;Sorocaba;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;B;B;A;A;2;A;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;C;A;C;B
1;190001421546;2019;2910800;Feira de Santana;29;BA;23;M;1;1;1;2910800.0;Feira de Santana;29.0;BA;1;5;1;1.0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2910800;Feira de Santana;29;BA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;C;E;B;B;4;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;E;A;A;B
2;190001133210;2019;2304400;Fortaleza;23;CE;39;F;1;3;1;2304400.0;Fortaleza;23.0;CE;1;13;1;1.0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2304400;Fortaleza;23;CE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;E;B;C;2;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
3;190001199383;2019;1721000;Palmas;17;TO;25;F;1;1;1;1721000.0;Palmas;17.0;TO;1;4;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1721000;Palmas;17;TO;1;1;1;1;504.0;510.0;513.0;516.0;483.8;503.6;537.3;392.0;BACCEEBEECDBEDDAEECDEDEADEBBCDBCAACADEEACCBBD;AECEDADAABAADBAADAEBACBAECCDAEADCDBBECCEDABCD;99999AAABEBBCCBDCAEECADBACAADAECCCDCCBAEBDEEEAEECA;DDBBBBCDCCDCAECCBBECDAEBADCD..CABCCECAEBDBBDA;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1.0;120.0;120.0;120.0;100.0;0.0;460.0;C;E;B;D;4;E;A;C;C;A;B;B;A;B;A;A;A;A;C;A;B;D;A;B;B
4;190001237802;2019;3118601;Contagem;31;MG;22;F;1;1;1;3118601.0;Contagem;31.0;MG;1;4;1;1.0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3118601;Contagem;31;MG;1;1;1;1;504.0;510.0;513.0;516.0;513.6;575.5;570.7;677.0;EEBEDEEEEEBDCEEBEEEEABEEBEEBAEDEECECCDBCECEAE;EEDCCEDDBCBEABAAABADCEDABDBBCBDCCCCDAEDEDBDCB;ABBBE99999ABBCACCCAEEEDCCDADCCAEDEDDEEDBBDECBDECCC;CDEEEEEAEECBABABCDCACEEEEEEDEEACEAEDEBEEECEDE;0;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1.0;160.0;120.0;180.0;200.0;200.0;860.0;E;E;C;C;3;G;A;C;D;B;A;B;B;B;A;B;A;A;B;A;A;C;B;B;B
5;190001782198;2019;5107602;Rondonópolis;51;MT;37;M;2;2;1;5107602.0;Rondonópolis;51.0;MT;1;13;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5107602;Rondonópolis;51;MT;1;1;1;1;505.0;508.0;512.0;518.0;563.7;644.9;564.2;675.3;DCDBDEDCDDBCBEADBEBBCDBDBDEBEBACABDBDADEDACAE;ABABADBECAEEBCBBDCBEEDBDEADBEACDBEEBAACABACEB;BBDDA99999ABACBECEAECECCDEAEDCDAEBDAEDEDECABCAADCD;DDCBADCBCDEABEACEBBCADEBEECEADBECDBADEAECACDD;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1.0;160.0;200.0;180.0;180.0;80.0;800.0;B;B;C;B;7;E;A;B;D;A;C;B;A;B;A;B;A;A;B;A;A;E;A;B;B
6;190001421548;2019;2924009;Paulo Afonso;29;BA;22;F;1;3;1;2924009.0;Paulo Afonso;29.0;BA;1;5;1;1.0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2924009;Paulo Afonso;29;BA;1;1;1;1;505.0;508.0;512.0;518.0;484.6;488.4;507.2;594.7;BADEBCACADECAEAAAECCCDEACCEA.ECCDDCECBEBADAAC;AAAECDAACDAEDCDBDCBBDDAECBBECBDDDECCACCEDEACA;99999BEDAACECEACDCDEBECACBDDECAACDBACDCAECADEACEBD;ACBBAECECDBDDDCEDCEACDBCDCDDAAEAEDDCECDCBDECB;1;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1.0;140.0;120.0;120.0;160.0;60.0;600.0;E;B;C;B;3;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
7;190001595657;2019;3550308;São Paulo;35;SP;20;M;1;3;1;3550308.0;São Paulo;35.0;SP;1;1;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3550308;São Paulo;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;B;B;B;2;D;A;B;C;A;A;B;B;B;A;B;A;A;B;A;A;C;A;A;B
8;190001592264;2019;3550308;São Paulo;35;SP;20;F;1;1;1;3550308.0;São Paulo;35.0;SP;1;1;1;1.0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3550308;São Paulo;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;B;C;C;F;6;C;A;B;C;A;A;B;B;A;A;B;A;A;B;A;A;B;B;A;A
9;190001592266;2019;3550308;São Paulo;35;SP;17;M;1;1;1;3550308.0;São Paulo;35.0;SP;2;0;2;1.0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3550308;São Paulo;35;SP;1;1;1;1;505.0;509.0;514.0;518.0;543.9;548.1;502.5;480.7;BADADDBADBBECEBBCECBCBEBBBCBABDECDEACADDADCEE;CDACAEDDABABADCEBABCBEEBACBBCBCDADCEEDABCAADA;EBBBC99999BCDBEBEECCDACDADEBABCBDDBDDBAEECCBACDBCC;DACCDBCBBDDDCCAECBABBABCCBCEBDBCBBBACCBCCEDCB;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1.0;120.0;40.0;120.0;120.0;0.0;400.0;E;E;B;B;5;F;A;B;C;B;A;B;B;B;A;B;A;A;B;A;B;C;B;B;B
10;190001592265;2019;3530607;Mogi das Cruzes;35;SP;21;F;1;1;1;3530607.0;Mogi das Cruzes;35.0;SP;1;4;1;1.0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3530607;Mogi das Cruzes;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;D;D;C;B;2;C;A;B;B;A;A;B;B;B;B;B;A;B;C;A;B;C;A;A;B
11;190001475147;2019;2409332;Santa Maria;24;RN;19;M;1;4;1;2407104.0;Macaíba;24.0;RN;1;1;1;1.0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2407104;Macaíba;24;RN;1;1;1;1;505.0;507.0;511.0;518.0;518.2;351.7;417.6;459.0;DADBBCDBACBDACCEBEAACBECADDBEDACBBEDAADDDECCE;DCEABDAECBADBCADBCDAEBADCEDBACBCCDBAABEDBCBDA;99999EECABDCABEAAACBCDEEDEBBAEACBCAABADEAECCAECBBB;DEACBEBBCBECDAEEBDDBAECBDBAECBCBABDCEDABCEABC;1;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1.0;120.0;120.0;120.0;120.0;20.0;500.0;B;C;C;A;4;C;A;C;D;A;A;B;B;A;A;B;A;A;B;B;A;D;A;B;B
12;190001867756;2019;4101804;Araucária;41;PR;23;F;2;1;1;4101804.0;Araucária;41.0;PR;1;6;1;1.0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4101804;Araucária;41;PR;1;1;1;1;506.0;510.0;513.0;517.0;373.8;393.6;451.0;484.7;BADCACDEDADAACEADEECDACCBDDBBEAACAEABBEBACCAC;CBABECBCBBDEACABADAECBBECCEBDCACDBDEEAAECBCBE;99999BDDDCBBABECAACCEACDDEABACAADCDBCBBADECBDBDEBC;AADCDCCAEDAEBCECADCEDBEDDAEEBCAEEECAADEDACBBB;1;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1.0;120.0;40.0;40.0;100.0;0.0;300.0;D;B;F;B;3;C;A;B;C;B;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A
13;190001133211;2019;2304400;Fortaleza;23;CE;21;F;1;1;1;2304400.0;Fortaleza;23.0;CE;1;1;1;1.0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2304400;Fortaleza;23;CE;1;1;1;1;505.0;510.0;513.0;518.0;458.9;441.6;413.0;399.0;AAABBD*BBBCCDAECBDECADBACEBACADCEEEDDADEADCED;CDDEDBDABABAAAABDEADAEEDEABCDBBADACEACCDCBDED;99999AADCBCEDDAAAAEEBABCEDACAADEEDEBCCBABACECCEABE;BDDCBACAEDEDBBECBCCAAACDEBCDDAAABBBDACDEBBCDC;1;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1.0;80.0;40.0;40.0;80.0;0.0;240.0;E;E;E;B;4;D;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
14;190001237803;2019;3170206;Uberlândia;31;MG;30;F;1;2;1;3170206.0;Uberlândia;31.0;MG;2;0;2;2.0;0;31167835.0;3170206.0;Uberlândia;31.0;MG;2.0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3170206;Uberlândia;31;MG;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;E;C;C;4;B;A;B;B;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;A
15;190001493186;2019;2611606;Recife;26;PE;19;M;1;2;1;2611606.0;Recife;26.0;PE;1;1;1;1.0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2611606;Recife;26;PE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;D;B;C;F;4;B;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;C;B;A;B
16;190001421547;2019;2911709;Guanambi;29;BA;19;M;1;3;1;2911709.0;Guanambi;29.0;BA;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2911709;Guanambi;29;BA;1;1;1;1;506.0;509.0;514.0;517.0;390.1;453.0;515.2;461.5;DCCBDDDBABBDBCADACEBCAAACDDEEEDBCBABBBCAEDDDD;BBABCBBBABBAABBAAABBBAAAADAAACAAAAAAAAAAAAAAA;ABBBB99999BAABCCCADBADADCAABDBCCDBBCBADAB.CCBCAAAC;DCDDCCECDDDBDDDDDCCDCDCCBDCCDDCEDDCDDCABDCDDD;0;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1.0;100.0;120.0;100.0;140.0;60.0;520.0;C;C;A;A;4;C;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
17;190001493187;2019;2611606;Recife;26;PE;21;F;1;3;1;2611606.0;Recife;26.0;PE;1;4;1;1.0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2611606;Recife;26;PE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;D;C;B;B;3;B;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B
18;190001210202;2019;2105401;Itapecuru Mirim;21;MA;19;F;1;3;1;2103208.0;Chapadinha;21.0;MA;1;2;1;1.0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2105401;Itapecuru Mirim;21;MA;1;1;1;1;505.0;508.0;512.0;518.0;415.7;379.2;470.2;375.1;AECCCACEDDDAEDCABDEEBBCACADCDBDADEBBEDBDCCEDE;BACABBAECECBACBBCDDABBCCBDBEEBCADECEABDECCDAC;AADED99999CDCBABECBBDEDDCEDACBAABBECBDCEEAABEACEEB;CADCBDBBEAECBDBEDACACDACACEBDCBCDDEBCDCDCDCEB;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1.0;140.0;120.0;140.0;120.0;40.0;560.0;C;E;A;A;5;B;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A
19;190001421549;2019;2927408;Salvador;29;BA;27;F;2;3;1;2927408.0;Salvador;29.0;BA;1;2;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2927408;Salvador;29;BA;1;1;1;1;503.0;508.0;512.0;515.0;461.9;585.0;552.1;437.3;CEEEECCCDBBEADBCDBCBAADEDBAEBABEEBBEACBDAEDBD;EBCBADADBCAEDCAADCAEEABCDADDEDEDBBEBCDCAAACAC;99999EDDAACBABAEECDCBEDDCCAABCEAEBAAADDDEAEDCACAED;DCBEAACCABABDAEBCDECAEACAEEEADCEDCDEACEABDDAD;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1.0;140.0;120.0;140.0;120.0;140.0;660.0;B;B;A;B;4;G;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;C;B;B;B
20;190001595658;2019;3550308;São Paulo;35;SP;30;F;0;1;1;3550308.0;São Paulo;35.0;SP;1;13;1;1.0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3550308;São Paulo;35;SP;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;C;E;F;B;2;A;A;B;B;A;A;B;A;C;A;B;A;A;D;B;B;C;A;B;B
21;190002037437;2019;5300108;Brasília;53;DF;25;F;1;1;1;5300108.0;Brasília;53.0;DF;1;6;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5300108;Brasília;53;DF;1;1;1;1;504.0;509.0;514.0;516.0;576.6;637.3;584.2;673.3;BEEAEEBCEBDAEABCCCCDACBEDBBBBBCDCDDCCCAEDABDC;ACECEEBDABACADBBBABDBEAACEBABCEBBDDEEEDBBD.DB;99999BAB.EDECBCEEEEBDAADDAEEDECBDBEDECDEAECCCCAEEB;BACECECCDDBBABCBBDEACEADADEABCADEBEEDEBBEDCCC;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1.0;140.0;40.0;40.0;140.0;20.0;380.0;E;E;B;B;4;C;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
22;190001421550;2019;2927408;Salvador;29;BA;21;M;1;3;1;2927408.0;Salvador;29.0;BA;1;4;1;1.0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2927408;Salvador;29;BA;1;1;1;1;504.0;507.0;511.0;516.0;455.4;568.9;579.2;524.2;BBCACDCBECBDDCABDACEBBDEDEDCBCDEABDCBACECBBEA;AEBCABAACBDCEDEEEAEDCECBEDBCAABCAEDEACBEBAABD;BDABE99999CCBABDDCEEDAAECBAEAEDCCCCCEBEAADBADDACCE;DCDECBCADBECBCEBADECEDCADDBCAACDEBDCBECBDEEDC;0;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1.0;120.0;120.0;100.0;120.0;40.0;500.0;C;D;D;D;4;C;A;B;D;B;B;B;A;A;A;B;A;B;D;B;A;E;A;B;B
23;190001595659;2019;3513801;Diadema;35;SP;21;F;1;3;1;3547809.0;Santo André;35.0;SP;1;4;1;1.0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3548708;São Bernardo do Campo;35;SP;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;D;F;C;D;5;C;A;B;C;A;A;B;A;B;A;B;A;B;C;B;A;E;A;A;B
24;190001421551;2019;2917508;Jacobina;29;BA;27;F;2;3;1;2917508.0;Jacobina;29.0;BA;1;9;1;1.0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2917508;Jacobina;29;BA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;E;B;B;4;B;A;B;C;A;A;B;B;B;A;B;A;A;B;B;A;C;A;A;B
25;190001237804;2019;3124104;Esmeraldas;31;MG;27;M;1;3;2;;;;;1;2;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3124104;Esmeraldas;31;MG;1;1;1;1;503.0;509.0;514.0;515.0;394.3;494.1;479.5;397.5;BDCBDBDECCCBDBBDDCEBBCDDBBDEDDBBBBBCDCDDCBBAC;CECCCCACABBAAABAECEEDCDACCBABCCAACDECBDDBBDEB;BCBAD99999BBBBCCEBCBBEDDAADDACCBABBBBCECADECCABEEC;ECBEBDDCCDDDBBDBBBEDBBDAABCEDCBCBCCBCADCBCCAB;0;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1.0;140.0;140.0;120.0;120.0;80.0;600.0;H;H;F;F;2;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;B;C;A;A;A
